seq,company_name,type,primary_email,alt_emails,phone,website,email_raw,flags,status
383,Tea Peng King,F&B,tpklegacy2209@yahoo.com,,,,Tpklegacy2209@yahoo.com,FREEMAIL,ready
384,Tenaga Nasional Bhd,Corporate / Finance,tnbcareline@tnb.com.my,,1-300-88-5454,,tnbcareline@tnb.com.my,,ready
385,The North Face Malaysia,Sports Equipment / Apparel,,,,Contact Us,Not in source,NO_EMAIL,needs_review
386,Thomyam Food Industries Sdn Bhd,F&B,thomyamfood@hotmail.com,,09-5664099,,thomyamfood@hotmail.com,FREEMAIL,ready
387,TMF Trading Sdn Bhd,F&B,tmfmarket@gmail.com,,04-3236636,,tmfmarket@gmail.com,FREEMAIL,ready
388,Two Third Cafe,F&B,,,012-477 2656,,Not in source,NO_EMAIL,needs_review
389,URC Snack Foods (Malaysia) Sdn Bh,dF&B,customercare@urc.com.my,,1800881872,,customercare@urc.com.my,,ready
390,Vector Gear,Sports Equipment / Apparel,,,,https://www.vectorofficial.com/,Not in source,NO_EMAIL,needs_review
391,Venture Ice Cream Sdn Bhd,F&B,contact-us@venture.com.sg,,03-7880 0800,,contact-us@venture.com.sg,,ready
392,Warisan TC Holdings Berhad,Corporate / Finance,corporate@warisantc.com,,,,corporate@warisantc.com,,ready
393,Yayasan Bandaraya Johor Bahru,Government / Foundations / NGOs,ybjb@hotmail.com,,,,ybjb@hotmail.com,FREEMAIL,ready
394,Yayasan Didik Negara,Government / Foundations / NGOs,info@yayasandidik.com,,,,info@yayasandidik.com,,ready
395,Yayasan Pahang,Government / Foundations / NGOs,ypahang@yp.org.my,,,,ypahang@yp.org.my,,ready
396,Yayasan Sultan Iskandar,Government / Foundations / NGOs,ysij1984@gmail.com,,,,ysij1984@gmail.com,FREEMAIL,ready
397,Yayasan TM (Telekom Malaysia),Government / Foundations / NGOs,yayasantm.edu@tm.com.my,,,,yayasantm.edu@tm.com.my,,ready
398,Yusuf Taiyoob Sdn Bhd,F&B,yuta@yuta.com,,-2626623,,yuta@yuta.com,,ready
399,Zhafou Global Sdn Bhd,Retail / Healthcare,fgwalet@zhafou.my,,03-58887077 / 0127076411,,fgwalet@zhafou.my,,ready
400,ZHULIAN Corporation Berhad,Corporate / Finance,info@zhulian.com,,604-616 2020,,info@zhulian.com,,ready
401,ZnZ Niaga Sdn Bhd,F&B,zzniaga@yahoo.com,,609-9751970,,zzniaga@yahoo.com,FREEMAIL,ready
402,Genting SkyWorlds Theme Park,Theme Park,ir.genm@genting.com,,,,ir.genm@genting.com,,ready
403,Econsave Cash & Carry Sdn. Bhd,Retail / Supermarket,customer_support@econsave.com.my,,,,customer_support@econsave.com.my,,ready
404,Ceria 99,Retail,,,04-507 7999,,Not in source,NO_EMAIL,needs_review
405,MYNEWS HOLDINGS BERHAD,Retail / Convenience,mynewscareline@mynews.com.my,,,,mynewscareline@mynews.com.my,,ready
406,The Punjab Jewellers,Retail / Jewellery,,,,https://thepunjabjewellers.ca/,Not in source,NO_EMAIL,needs_review
407,1 Family Foundation,Government / Foundations / NGOs,,,,,Not in source,NO_EMAIL,needs_review
408,Aducktive Food Sdn Bhd,F&B,aducktive.food@gmail.com,,,,aducktive.food@gmail.com,FREEMAIL,ready
409,Asia Food & Beverages Sdn Bhd,F&B,info@asiafoodnbeverage.com,,,,info@asiafoodnbeverage.com,,ready
410,Beverages Marketing (M) Sdn Bhd,F&B,sundrop@beverages.com.my,,,,sundrop@beverages.com.my,,ready
411,Biersdorf Malaysia Bhd,Corporate / Finance,,,60 3-3343 4888,,Not in source,NO_EMAIL,needs_review
412,Big Tree Outdoor,Media / Advertising,,,,,Not in source,NO_EMAIL,needs_review
413,Burger King,F&B,customercare@burgerking.com.my,,,,customercare@burgerking.com.my,,ready
414,Campbell Malaysia,F&B,,,03 7787 6288,,Not in source,NO_EMAIL,needs_review
415,Chek Hup Sdn. Bhd,F&B,sales@chekhup.com.my,,,,sales@chekhup.com.my,,ready
416,CIMB,Corporate / Finance,,,,,Not in source,NO_EMAIL,needs_review
417,Clouet (Malaysia) Sdn Bhd,F&B,,,03-5191 1069,,Not in source,NO_EMAIL,needs_review
418,Cocon Industries Sdn Bhd,F&B,hllim@cocon.com.my,,,,hllim@cocon.com.my,,ready
419,COSTA COFFEE MALAYSIA,F&B,,,,,Not in source,NO_EMAIL,needs_review
420,Dareo Integrated Sdn Bhd,F&B,hr1@dareochocolate.com,,,,hr1@dareochocolate.com,,ready
421,Domino Pizza,F&B,contactus.my@dominos.com.my,,,,contactus.my@dominos.com.my,,ready
422,DUNKIN' DONUTS,F&B,,,,,Not in source,NO_EMAIL,needs_review
423,Eastroc Beverage (Malaysia) Sdn Bh,dF&B,enquiry@myeastroc.com,,,,enquiry@myeastroc.com,,ready
424,Edaran Otomobil Nasional Berhad,Corporate / Finance,proton@eon.com.my,,,,proton@eon.com.my,,ready
425,Eucerin Sun Protection,Sun Care / Skincare,,,,,Not in source,NO_EMAIL,needs_review
426,Foot Locker MY,Retail / Lifestyle,,,,,Not in source,NO_EMAIL,needs_review
427,Gatsby,Sports Medicine / Health,,,,,Not in source,NO_EMAIL,needs_review
428,Glico Malaysia Sdn Bhd,F&B,,,03-322422855,,Not in source,NO_EMAIL,needs_review
429,Global Open Learning Foundation,Government / Foundations / NGOs,,,,,Not in source,NO_EMAIL,needs_review
430,Himalaya Sports Candy,F&B,,,,,Not in source,NO_EMAIL,needs_review
431,Huawei Malaysia,Corporate / Finance,,,,,Not in source,NO_EMAIL,needs_review
432,IJM Land,Property / Developer,,,,,Not in source,NO_EMAIL,needs_review
433,Indadi Utama (M) Sdn Bhd,Corporate / Finance,nazirah@ium.com.my,,,,nazirah@ium.com.my,,ready
434,Jerak Madu Pak Ali,F&B,,,,,Not in source,NO_EMAIL,needs_review
435,Kellogg Asia Marketing Inc,F&B,,,03-77180800,,Not in source,NO_EMAIL,needs_review
436,KFC Holdings (Malaysia) Sdn Bhd,F&B,,,03-2026 3388,,Not in source,NO_EMAIL,needs_review
437,Khee San Food Industries Sdn Bhd,F&B,winniekoay@kheesanfood.com,,,,winniekoay@kheesanfood.com,,ready
438,Kim Guan Chuan Trading Sdn Bhd,F&B,kimguanchuan@gmail.com,,,,kimguanchuan@gmail.com,FREEMAIL,ready
439,Kraft Foods Manufacturing Malaysia,SFd&nB Bhd,contactusmalaysia@kraftfoods.com,,,,contactusmalaysia@kraftfoods.com,,ready
440,Kwantas Corporation Berhad,Corporate / Finance,,,,,Not in source,NO_EMAIL,needs_review
441,Mah Sing Foundation,Property / Developer,,,,,Not in source,NO_EMAIL,needs_review
442,Malaysia Entrepreneur Fund Foundat,ioGnovernment / Foundations / NGOs,,,,,Not in source,NO_EMAIL,needs_review
443,Marigold,F&B,,,,,Not in source,NO_EMAIL,needs_review
444,Marrybrown,F&B,mbcare@marrybrown.com,,,,mbcare@marrybrown.com,,ready
445,Mayora Malysia Sdn Bhd,F&B,consumer@mayora.co.id,,,,consumer@mayora.co.id,,ready
446,Mighty White Sdn Bhd,F&B,marketing@mightywhite.com.my,,,,marketing@mightywhite.com.my,,ready
447,Monster Energy Malaysia,F&B,,,,,Not in source,NO_EMAIL,needs_review
448,N8 Sports Nutrition,Sports Medicine / Health,,,,,Not in source,NO_EMAIL,needs_review
449,Nabati Food Malaysia Sdn Bhd,F&B,,,03-78596150,,Not in source,NO_EMAIL,needs_review
450,Niaga Saham,Corporate / Finance,,,,,Not in source,NO_EMAIL,needs_review
451,Nicko Jeep Manufacture Sdn Bhd,F&B,sarah.toolseram@bigfoot.my,,,,sarah.toolseram@bigfoot.my,,ready
452,Nutriplus,F&B,,,60 3-3343 4888,,Not in source,NO_EMAIL,needs_review
453,OOHM International Holdings Sdn Bh,dMedia / Advertising,,,,,Not in source,NO_EMAIL,needs_review
454,Penang Global Tourism,Government / Foundations / NGOs,,,,,Not in source,NO_EMAIL,needs_review
455,PILOT PEN,Retail / Lifestyle,,,,,Not in source,NO_EMAIL,needs_review
456,Proteinlab,F&B,,,,,Not in source,NO_EMAIL,needs_review
457,RECRON MALAYSIA SDN.BHD,Corporate / Finance,,,,,Not in source,NO_EMAIL,needs_review
458,Revive Isotonic,F&B,,,,,Not in source,NO_EMAIL,needs_review
459,Saltycustom,Media / Merch,,,,,Not in source,NO_EMAIL,needs_review
460,Shiseido Anessa,Sun Care / Skincare,,,,,Not in source,NO_EMAIL,needs_review
461,Skyworth,Tech / Audio,,,,,Not in source,NO_EMAIL,needs_review
462,Socma Trading Sdn Bhd,F&B,marketing@socma.com.my,,,,marketing@socma.com.my,,ready
463,SpanCo,Corporate / Finance,,,,,Not in source,NO_EMAIL,needs_review
464,Sportmart,Sports Equipment / Apparel,,,,,Not in source,NO_EMAIL,needs_review
465,SUBAIDAH HOLDINGS SDN.BHD,F&B,,,,,Not in source,NO_EMAIL,needs_review
466,Sunlac,F&B,sunlac814@gmail.com,,,,sunlac814@gmail.com,FREEMAIL,ready
467,Suntory Beverage & Food Malaysia S,dnF &BBhd,,,03-7717 6200,,Not in source,NO_EMAIL,needs_review
468,Swissen,Sports Medicine / Health,,,,,Not in source,NO_EMAIL,needs_review
469,Syarikat Kilang Rempah Jaya Sakti S,dnF &BBhd,currymata@gmail.com,,,,currymata@gmail.com,FREEMAIL,ready
470,Taisho Pharmaceutical (M) Sdn Bhd,Sports Medicine / Health,alaric.leow@hoepharma.com.my,,,,alaric.leow@hoepharma.com.my,,ready
471,Tanamera Tropical Spa Products,Sun Care / Skincare,,,,,Not in source,NO_EMAIL,needs_review
472,Teik Senn (M) Sdn Bhd,Corporate / Finance,,,012 2825 789,,Not in source,NO_EMAIL,needs_review
473,Tepak Marketing Sdn Bhd,F&B,,,07-251 5969,,Not in source,NO_EMAIL,needs_review
474,The Tapping Tapir Sdn Bhd,F&B,thetappingtapir@gmail.com,,,,thetappingtapir@gmail.com,FREEMAIL,ready
475,The Vida World Sdn. Bhd.,F&B,,,,,Not in source,NO_EMAIL,needs_review
476,Tobaki,F&B,,,,,Not in source,NO_EMAIL,needs_review
477,UNIQLO (MALAYSIA) SDN. BHD,Retail / Lifestyle,,,,,Not in source,NO_EMAIL,needs_review
478,Vitaton (M) Sdn Bhd,Sports Medicine / Health,rudytee@vitaton.com.my,,,,rudytee@vitaton.com.my,,ready
479,Yee Lee Marketing Sdn Bhd,F&B,marketing@ylm.com.my,,,,marketing@ylm.com.my,,ready
480,7days,Not in source,,,,,Not in source,NO_EMAIL|NO_TYPE,needs_review
481,HAUSBOOM,Not in source,,,,,Not in source,NO_EMAIL|NO_TYPE,needs_review
482,Kalbe Malaysia Sdn Bhd,Not in source,,,,,Not in source,NO_EMAIL|NO_TYPE,needs_review
483,Mars Food Malaysia Sdn Bhd,Not in source,,,,,Not in source,NO_EMAIL|NO_TYPE,needs_review
484,Sri Nona Food Manfacturing Sdn Bhd,Not in source,,,,,Not in source,NO_EMAIL|NO_TYPE,needs_review
485,Sunqiuck Barkath,Not in source,,,,,Not in source,NO_EMAIL|NO_TYPE,needs_review
